legacy_url,new_url,status,reason
"https://schillingspartners.com/news/privacy-and-video-are-you-revealing-too-much","https://schillingspartners.com/news/privacy-and-video-are-you-revealing-too-much/","301","news-migration"
"https://schillingspartners.com/news/privacy-risks-when-investing-in-property","https://schillingspartners.com/news/privacy-risks-when-investing-in-property/","301","news-migration"
"https://schillingspartners.com/news/protecting-success-how-to-prepare-your-family-office-for-the-next-cyber-attack","https://schillingspartners.com/news/protecting-success-how-to-prepare-your-family-office-for-the-next-cyber-attack/","301","news-migration"
"https://schillingspartners.com/news/protecting-your-properties-whilst-on-lockdown","https://schillingspartners.com/news/protecting-your-properties-whilst-on-lockdown/","301","news-migration"
"https://schillingspartners.com/news/rachel-atkins-and-joelle-rich-shortlisted-in-spears-wealth-management-awards-2021","https://schillingspartners.com/news/rachel-atkins-and-joelle-rich-shortlisted-in-spears-wealth-management-awards-2021/","301","news-migration"
"https://schillingspartners.com/news/rachel-atkins-citywealths-top-private-client-litigators","https://schillingspartners.com/news/rachel-atkins-citywealths-top-private-client-litigators/","301","news-migration"
"https://schillingspartners.com/news/rachel-atkins-recognised-in-citywealths-top-100-international-private-client-litigation-lawyers-2022","https://schillingspartners.com/news/rachel-atkins-recognised-in-citywealths-top-100-international-private-client-litigation-lawyers-2022/","301","news-migration"
"https://schillingspartners.com/news/raising-capital-why-your-reputation-matters","https://schillingspartners.com/news/raising-capital-why-your-reputation-matters/","301","news-migration"
"https://schillingspartners.com/news/record-number-of-schillings-partners-ranked-in-the-2024-spears-reputation-index","https://schillingspartners.com/news/record-number-of-schillings-partners-ranked-in-the-2024-spears-reputation-index/","301","news-migration"
"https://schillingspartners.com/news/reputation-and-threat-monitoring-why-early-insight-is-key","https://schillingspartners.com/news/reputation-and-threat-monitoring-why-early-insight-is-key/","301","news-migration"
"https://schillingspartners.com/news/reputation-extortion-and-the-gold-standard-of-critical-risk-response","https://schillingspartners.com/news/reputation-extortion-and-the-gold-standard-of-critical-risk-response/","301","news-migration"
"https://schillingspartners.com/news/reputation-in-the-ai-era-5-steps-to-help-you-build-resilience","https://schillingspartners.com/news/reputation-in-the-ai-era-5-steps-to-help-you-build-resilience/","301","news-migration"
"https://schillingspartners.com/news/reputation-risks-for-advisors-in-aftermath-of-a-data-leak","https://schillingspartners.com/news/reputation-risks-for-advisors-in-aftermath-of-a-data-leak/","301","news-migration"
"https://schillingspartners.com/news/rod-christie-miller-named-in-inaugural-spears-power-list-2023","https://schillingspartners.com/news/rod-christie-miller-named-in-inaugural-spears-power-list-2023/","301","news-migration"
"https://schillingspartners.com/news/sam-ahujas-promotion-to-partner-grows-schillings-tech-and-investment-sector-expertise","https://schillingspartners.com/news/sam-ahujas-promotion-to-partner-grows-schillings-tech-and-investment-sector-expertise/","301","news-migration"
"https://schillingspartners.com/news/schillings-announces-pro-bono-partnership-on-two-important-international-projects","https://schillingspartners.com/news/schillings-announces-pro-bono-partnership-on-two-important-international-projects/","301","news-migration"
"https://schillingspartners.com/news/schillings-appoints-abby-stanglin-as-intelligence-investigations-director","https://schillingspartners.com/news/schillings-appoints-abby-stanglin-as-intelligence-investigations-director/","301","news-migration"
"https://schillingspartners.com/news/schillings-awarded-band-1-defamation-reputation-management-high-net-worth-ranking-by-chambers","https://schillingspartners.com/news/schillings-awarded-band-1-defamation-reputation-management-high-net-worth-ranking-by-chambers/","301","news-migration"
"https://schillingspartners.com/news/schillings-awarded-band-1-ranking-for-legal-500-guide-2022","https://schillingspartners.com/news/schillings-awarded-band-1-ranking-for-legal-500-guide-2022/","301","news-migration"
"https://schillingspartners.com/news/schillings-awarded-band-2-ranking-intelligence-investigations-chambers-2024","https://schillingspartners.com/news/schillings-awarded-band-2-ranking-intelligence-investigations-chambers-2024/","301","news-migration"
"https://schillingspartners.com/news/schillings-awarded-band-3-investigations-ranking-by-chambers","https://schillingspartners.com/news/schillings-awarded-band-3-investigations-ranking-by-chambers/","301","news-migration"
"https://schillingspartners.com/news/schillings-clare-locke-and-giles-george-announce-strategic-alliance","https://schillingspartners.com/news/schillings-clare-locke-and-giles-george-announce-strategic-alliance/","301","news-migration"
"https://schillingspartners.com/news/schillings-communications-tops-pr-weeks-leading-crisis-and-reputation-advisors","https://schillingspartners.com/news/schillings-communications-tops-pr-weeks-leading-crisis-and-reputation-advisors/","301","news-migration"
"https://schillingspartners.com/news/schillings-critical-risk-awarded-gold-citywealth-brand-management-and-reputation-awards","https://schillingspartners.com/news/schillings-critical-risk-awarded-gold-citywealth-brand-management-and-reputation-awards/","301","news-migration"
"https://schillingspartners.com/news/schillings-dominates-spears-in-the-reputation-managers-index-2021","https://schillingspartners.com/news/schillings-dominates-spears-in-the-reputation-managers-index-2021/","301","news-migration"
"https://schillingspartners.com/news/schillings-experts-speak-to-the-currency-on-dublin-expansion-and-reputation-landscape","https://schillingspartners.com/news/schillings-experts-speak-to-the-currency-on-dublin-expansion-and-reputation-landscape/","301","news-migration"
"https://schillingspartners.com/news/schillings-invests-in-hush-ai-privacy-start-up","https://schillingspartners.com/news/schillings-invests-in-hush-ai-privacy-start-up/","301","news-migration"
"https://schillingspartners.com/news/schillings-invests-in-tech-start-up-legendary","https://schillingspartners.com/news/schillings-invests-in-tech-start-up-legendary/","301","news-migration"
"https://schillingspartners.com/news/schillings-is-top-ranked-in-chambers-defamation-reputation-management-guide-2023","https://schillingspartners.com/news/schillings-is-top-ranked-in-chambers-defamation-reputation-management-guide-2023/","301","news-migration"
"https://schillingspartners.com/news/schillings-launches-apprenticeship-scheme-widening-access-to-legal-profession","https://schillingspartners.com/news/schillings-launches-apprenticeship-scheme-widening-access-to-legal-profession/","301","news-migration"
"https://schillingspartners.com/news/schillings-launches-documentary-about-online-privacy","https://schillingspartners.com/news/schillings-launches-documentary-about-online-privacy/","301","news-migration"
"https://schillingspartners.com/news/schillings-launches-dublin-office-expanding-global-reach","https://schillingspartners.com/news/schillings-launches-dublin-office-expanding-global-reach/","301","news-migration"
"https://schillingspartners.com/news/schillings-launches-new-strategic-communications-business","https://schillingspartners.com/news/schillings-launches-new-strategic-communications-business/","301","news-migration"
"https://schillingspartners.com/news/schillings-lead-the-way-in-business-intelligence-and-investigations","https://schillingspartners.com/news/schillings-lead-the-way-in-business-intelligence-and-investigations/","301","news-migration"
"https://schillingspartners.com/news/schillings-leading-firm-business-intelligence-investigations-chambers-2025","https://schillingspartners.com/news/schillings-leading-firm-business-intelligence-investigations-chambers-2025/","301","news-migration"
